parcel_ID,year,month,bareground,scenario,bareground_envzone,bareground_reported,bareground_none
Dorada,2,1,FALSE,year2,FALSE,FALSE,FALSE
Dorada,2,2,FALSE,year2,FALSE,FALSE,FALSE
Dorada,2,3,FALSE,year2,FALSE,FALSE,FALSE
Dorada,2,4,FALSE,year2,FALSE,FALSE,FALSE
Dorada,2,5,FALSE,year2,FALSE,FALSE,FALSE
Dorada,2,6,FALSE,year2,FALSE,FALSE,FALSE
Dorada,2,7,FALSE,year2,FALSE,FALSE,FALSE
Dorada,2,8,FALSE,year2,FALSE,FALSE,FALSE
Dorada,2,9,FALSE,year2,FALSE,FALSE,FALSE
Dorada,2,10,FALSE,year2,FALSE,FALSE,FALSE
Dorada,2,11,FALSE,year2,FALSE,FALSE,FALSE
Dorada,2,12,FALSE,year2,FALSE,FALSE,FALSE
Tornos,0,1,FALSE,year0,FALSE,FALSE,FALSE
Tornos,0,2,FALSE,year0,FALSE,FALSE,FALSE
Tornos,0,3,FALSE,year0,FALSE,FALSE,FALSE
Tornos,0,4,FALSE,year0,FALSE,FALSE,FALSE
Tornos,0,5,FALSE,year0,FALSE,FALSE,FALSE
Tornos,0,6,FALSE,year0,FALSE,FALSE,FALSE
Tornos,0,7,FALSE,year0,FALSE,FALSE,FALSE
Tornos,0,8,FALSE,year0,FALSE,FALSE,FALSE
Tornos,0,9,TRUE,year0,TRUE,TRUE,FALSE
Tornos,0,10,FALSE,year0,FALSE,FALSE,FALSE
Tornos,0,11,FALSE,year0,FALSE,FALSE,FALSE
Tornos,0,12,FALSE,year0,FALSE,FALSE,FALSE
Tornos,1,1,FALSE,year1,FALSE,FALSE,FALSE
Tornos,1,2,FALSE,year1,FALSE,FALSE,FALSE
Tornos,1,3,FALSE,year1,FALSE,FALSE,FALSE
Tornos,1,4,FALSE,year1,FALSE,FALSE,FALSE
Tornos,1,5,FALSE,year1,FALSE,FALSE,FALSE
Tornos,1,6,FALSE,year1,FALSE,FALSE,FALSE
Tornos,1,7,FALSE,year1,FALSE,FALSE,FALSE
Tornos,1,8,FALSE,year1,FALSE,FALSE,FALSE
Tornos,1,9,FALSE,year1,FALSE,FALSE,FALSE
Tornos,1,10,FALSE,year1,FALSE,FALSE,FALSE
Tornos,1,11,FALSE,year1,FALSE,FALSE,FALSE
Tornos,1,12,FALSE,year1,FALSE,FALSE,FALSE
Tornos,2,1,FALSE,year2,FALSE,FALSE,FALSE
Tornos,2,2,FALSE,year2,FALSE,FALSE,FALSE
Tornos,2,3,FALSE,year2,FALSE,FALSE,FALSE
Tornos,2,4,FALSE,year2,FALSE,FALSE,FALSE
Tornos,2,5,FALSE,year2,FALSE,FALSE,FALSE
Tornos,2,6,FALSE,year2,FALSE,FALSE,FALSE
Tornos,2,7,FALSE,year2,FALSE,FALSE,FALSE
Tornos,2,8,FALSE,year2,FALSE,FALSE,FALSE
Tornos,2,9,FALSE,year2,FALSE,FALSE,FALSE
Tornos,2,10,FALSE,year2,FALSE,FALSE,FALSE
Tornos,2,11,FALSE,year2,FALSE,FALSE,FALSE
Tornos,2,12,FALSE,year2,FALSE,FALSE,FALSE
Lenon,0,1,FALSE,year0,FALSE,FALSE,FALSE
Lenon,0,2,FALSE,year0,FALSE,FALSE,FALSE
Lenon,0,3,FALSE,year0,FALSE,FALSE,FALSE
Lenon,0,4,FALSE,year0,FALSE,FALSE,FALSE
Lenon,0,5,FALSE,year0,FALSE,FALSE,FALSE
Lenon,0,6,FALSE,year0,FALSE,FALSE,FALSE
Lenon,0,7,FALSE,year0,FALSE,FALSE,FALSE
Lenon,0,8,FALSE,year0,FALSE,FALSE,FALSE
Lenon,0,9,TRUE,year0,TRUE,TRUE,FALSE
Lenon,0,10,FALSE,year0,FALSE,FALSE,FALSE
Lenon,0,11,FALSE,year0,FALSE,FALSE,FALSE
Lenon,0,12,FALSE,year0,FALSE,FALSE,FALSE
Lenon,1,1,FALSE,year1,FALSE,FALSE,FALSE
Lenon,1,2,FALSE,year1,FALSE,FALSE,FALSE
Lenon,1,3,FALSE,year1,FALSE,FALSE,FALSE
Lenon,1,4,FALSE,year1,FALSE,FALSE,FALSE
Lenon,1,5,FALSE,year1,FALSE,FALSE,FALSE
Lenon,1,6,FALSE,year1,FALSE,FALSE,FALSE
Lenon,1,7,FALSE,year1,FALSE,FALSE,FALSE
Lenon,1,8,FALSE,year1,FALSE,FALSE,FALSE
Lenon,1,9,FALSE,year1,FALSE,FALSE,FALSE
Lenon,1,10,FALSE,year1,FALSE,FALSE,FALSE
Lenon,1,11,FALSE,year1,FALSE,FALSE,FALSE
Lenon,1,12,FALSE,year1,FALSE,FALSE,FALSE
Lenon,2,1,FALSE,year2,FALSE,FALSE,FALSE
Lenon,2,2,FALSE,year2,FALSE,FALSE,FALSE
Lenon,2,3,FALSE,year2,FALSE,FALSE,FALSE
Lenon,2,4,FALSE,year2,FALSE,FALSE,FALSE
Lenon,2,5,FALSE,year2,FALSE,FALSE,FALSE
Lenon,2,6,FALSE,year2,FALSE,FALSE,FALSE
Lenon,2,7,FALSE,year2,FALSE,FALSE,FALSE
Lenon,2,8,FALSE,year2,FALSE,FALSE,FALSE
Lenon,2,9,FALSE,year2,FALSE,FALSE,FALSE
Lenon,2,10,FALSE,year2,FALSE,FALSE,FALSE
Lenon,2,11,FALSE,year2,FALSE,FALSE,FALSE
Lenon,2,12,FALSE,year2,FALSE,FALSE,FALSE
Monte Dorada,0,1,FALSE,year0,FALSE,FALSE,FALSE
Monte Dorada,0,2,FALSE,year0,FALSE,FALSE,FALSE
Monte Dorada,0,3,FALSE,year0,FALSE,FALSE,FALSE
Monte Dorada,0,4,FALSE,year0,FALSE,FALSE,FALSE
Monte Dorada,0,5,FALSE,year0,FALSE,FALSE,FALSE
Monte Dorada,0,6,FALSE,year0,FALSE,FALSE,FALSE
Monte Dorada,0,7,FALSE,year0,FALSE,FALSE,FALSE
Monte Dorada,0,8,FALSE,year0,FALSE,FALSE,FALSE
Monte Dorada,0,9,FALSE,year0,FALSE,FALSE,FALSE
Monte Dorada,0,10,FALSE,year0,FALSE,FALSE,FALSE
Monte Dorada,0,11,FALSE,year0,FALSE,FALSE,FALSE
Monte Dorada,0,12,FALSE,year0,FALSE,FALSE,FALSE
Monte Dorada,1,1,FALSE,year1,FALSE,FALSE,FALSE
Monte Dorada,1,2,FALSE,year1,FALSE,FALSE,FALSE
Monte Dorada,1,3,FALSE,year1,FALSE,FALSE,FALSE
Monte Dorada,1,4,FALSE,year1,FALSE,FALSE,FALSE
Monte Dorada,1,5,FALSE,year1,FALSE,FALSE,FALSE
Monte Dorada,1,6,FALSE,year1,FALSE,FALSE,FALSE
Monte Dorada,1,7,FALSE,year1,FALSE,FALSE,FALSE
Monte Dorada,1,8,FALSE,year1,FALSE,FALSE,FALSE
Monte Dorada,1,9,FALSE,year1,FALSE,FALSE,FALSE
Monte Dorada,1,10,FALSE,year1,FALSE,FALSE,FALSE
Monte Dorada,1,11,FALSE,year1,FALSE,FALSE,FALSE
Monte Dorada,1,12,FALSE,year1,FALSE,FALSE,FALSE
Monte Dorada,2,1,FALSE,year2,FALSE,FALSE,FALSE
Monte Dorada,2,2,FALSE,year2,FALSE,FALSE,FALSE
Monte Dorada,2,3,FALSE,year2,FALSE,FALSE,FALSE
Monte Dorada,2,4,FALSE,year2,FALSE,FALSE,FALSE
Monte Dorada,2,5,FALSE,year2,FALSE,FALSE,FALSE
Monte Dorada,2,6,FALSE,year2,FALSE,FALSE,FALSE
Monte Dorada,2,7,FALSE,year2,FALSE,FALSE,FALSE
Monte Dorada,2,8,FALSE,year2,FALSE,FALSE,FALSE
Monte Dorada,2,9,FALSE,year2,FALSE,FALSE,FALSE
Monte Dorada,2,10,FALSE,year2,FALSE,FALSE,FALSE
Monte Dorada,2,11,FALSE,year2,FALSE,FALSE,FALSE
Monte Dorada,2,12,FALSE,year2,FALSE,FALSE,FALSE
Monte Chorrito,0,1,FALSE,year0,FALSE,FALSE,FALSE
Monte Chorrito,0,2,FALSE,year0,FALSE,FALSE,FALSE
Monte Chorrito,0,3,FALSE,year0,FALSE,FALSE,FALSE
Monte Chorrito,0,4,FALSE,year0,FALSE,FALSE,FALSE
Monte Chorrito,0,5,FALSE,year0,FALSE,FALSE,FALSE
Monte Chorrito,0,6,FALSE,year0,FALSE,FALSE,FALSE
Monte Chorrito,0,7,FALSE,year0,FALSE,FALSE,FALSE
Monte Chorrito,0,8,FALSE,year0,FALSE,FALSE,FALSE
Monte Chorrito,0,9,FALSE,year0,FALSE,FALSE,FALSE
Monte Chorrito,0,10,FALSE,year0,FALSE,FALSE,FALSE
Monte Chorrito,0,11,FALSE,year0,FALSE,FALSE,FALSE
Monte Chorrito,0,12,FALSE,year0,FALSE,FALSE,FALSE
Monte Chorrito,1,1,FALSE,year1,FALSE,FALSE,FALSE
Monte Chorrito,1,2,FALSE,year1,FALSE,FALSE,FALSE
Monte Chorrito,1,3,FALSE,year1,FALSE,FALSE,FALSE
Monte Chorrito,1,4,FALSE,year1,FALSE,FALSE,FALSE
Monte Chorrito,1,5,FALSE,year1,FALSE,FALSE,FALSE
Monte Chorrito,1,6,FALSE,year1,FALSE,FALSE,FALSE
Monte Chorrito,1,7,FALSE,year1,FALSE,FALSE,FALSE
Monte Chorrito,1,8,FALSE,year1,FALSE,FALSE,FALSE
Monte Chorrito,1,9,FALSE,year1,FALSE,FALSE,FALSE
Monte Chorrito,1,10,FALSE,year1,FALSE,FALSE,FALSE
Monte Chorrito,1,11,FALSE,year1,FALSE,FALSE,FALSE
Monte Chorrito,1,12,FALSE,year1,FALSE,FALSE,FALSE
Monte Chorrito,2,1,FALSE,year2,FALSE,FALSE,FALSE
Monte Chorrito,2,2,FALSE,year2,FALSE,FALSE,FALSE
Monte Chorrito,2,3,FALSE,year2,FALSE,FALSE,FALSE
Monte Chorrito,2,4,FALSE,year2,FALSE,FALSE,FALSE
Monte Chorrito,2,5,FALSE,year2,FALSE,FALSE,FALSE
Monte Chorrito,2,6,FALSE,year2,FALSE,FALSE,FALSE
Monte Chorrito,2,7,FALSE,year2,FALSE,FALSE,FALSE
Monte Chorrito,2,8,FALSE,year2,FALSE,FALSE,FALSE
Monte Chorrito,2,9,FALSE,year2,FALSE,FALSE,FALSE
Monte Chorrito,2,10,FALSE,year2,FALSE,FALSE,FALSE
Monte Chorrito,2,11,FALSE,year2,FALSE,FALSE,FALSE
Monte Chorrito,2,12,FALSE,year2,FALSE,FALSE,FALSE
Monte Las Rosas,0,1,FALSE,year0,FALSE,FALSE,FALSE
Monte Las Rosas,0,2,FALSE,year0,FALSE,FALSE,FALSE
Monte Las Rosas,0,3,FALSE,year0,FALSE,FALSE,FALSE
Monte Las Rosas,0,4,FALSE,year0,FALSE,FALSE,FALSE
Monte Las Rosas,0,5,FALSE,year0,FALSE,FALSE,FALSE
Monte Las Rosas,0,6,FALSE,year0,FALSE,FALSE,FALSE
Monte Las Rosas,0,7,FALSE,year0,FALSE,FALSE,FALSE
Monte Las Rosas,0,8,FALSE,year0,FALSE,FALSE,FALSE
Monte Las Rosas,0,9,FALSE,year0,FALSE,FALSE,FALSE
Monte Las Rosas,0,10,FALSE,year0,FALSE,FALSE,FALSE
Monte Las Rosas,0,11,FALSE,year0,FALSE,FALSE,FALSE
Monte Las Rosas,0,12,FALSE,year0,FALSE,FALSE,FALSE
Monte Las Rosas,1,1,FALSE,year1,FALSE,FALSE,FALSE
Monte Las Rosas,1,2,FALSE,year1,FALSE,FALSE,FALSE
Monte Las Rosas,1,3,FALSE,year1,FALSE,FALSE,FALSE
Monte Las Rosas,1,4,FALSE,year1,FALSE,FALSE,FALSE
Monte Las Rosas,1,5,FALSE,year1,FALSE,FALSE,FALSE
Monte Las Rosas,1,6,FALSE,year1,FALSE,FALSE,FALSE
Monte Las Rosas,1,7,FALSE,year1,FALSE,FALSE,FALSE
Monte Las Rosas,1,8,FALSE,year1,FALSE,FALSE,FALSE
Monte Las Rosas,1,9,FALSE,year1,FALSE,FALSE,FALSE
Monte Las Rosas,1,10,FALSE,year1,FALSE,FALSE,FALSE
Monte Las Rosas,1,11,FALSE,year1,FALSE,FALSE,FALSE
Monte Las Rosas,1,12,FALSE,year1,FALSE,FALSE,FALSE
Monte Las Rosas,2,1,FALSE,year2,FALSE,FALSE,FALSE
Monte Las Rosas,2,2,FALSE,year2,FALSE,FALSE,FALSE
Monte Las Rosas,2,3,FALSE,year2,FALSE,FALSE,FALSE
Monte Las Rosas,2,4,FALSE,year2,FALSE,FALSE,FALSE
Monte Las Rosas,2,5,FALSE,year2,FALSE,FALSE,FALSE
Monte Las Rosas,2,6,FALSE,year2,FALSE,FALSE,FALSE
Monte Las Rosas,2,7,FALSE,year2,FALSE,FALSE,FALSE
Monte Las Rosas,2,8,FALSE,year2,FALSE,FALSE,FALSE
Monte Las Rosas,2,9,FALSE,year2,FALSE,FALSE,FALSE
Monte Las Rosas,2,10,FALSE,year2,FALSE,FALSE,FALSE
Monte Las Rosas,2,11,FALSE,year2,FALSE,FALSE,FALSE
Monte Las Rosas,2,12,FALSE,year2,FALSE,FALSE,FALSE
Monte Alberizas,0,1,FALSE,year0,FALSE,FALSE,FALSE
Monte Alberizas,0,2,FALSE,year0,FALSE,FALSE,FALSE
Monte Alberizas,0,3,FALSE,year0,FALSE,FALSE,FALSE
Monte Alberizas,0,4,FALSE,year0,FALSE,FALSE,FALSE
Monte Alberizas,0,5,FALSE,year0,FALSE,FALSE,FALSE
Monte Alberizas,0,6,FALSE,year0,FALSE,FALSE,FALSE
Monte Alberizas,0,7,FALSE,year0,FALSE,FALSE,FALSE
Monte Alberizas,0,8,FALSE,year0,FALSE,FALSE,FALSE
Monte Alberizas,0,9,FALSE,year0,FALSE,FALSE,FALSE
Monte Alberizas,0,10,FALSE,year0,FALSE,FALSE,FALSE
Monte Alberizas,0,11,FALSE,year0,FALSE,FALSE,FALSE
Monte Alberizas,0,12,FALSE,year0,FALSE,FALSE,FALSE
Monte Alberizas,1,1,FALSE,year1,FALSE,FALSE,FALSE
Monte Alberizas,1,2,FALSE,year1,FALSE,FALSE,FALSE
Monte Alberizas,1,3,FALSE,year1,FALSE,FALSE,FALSE
Monte Alberizas,1,4,FALSE,year1,FALSE,FALSE,FALSE
Monte Alberizas,1,5,FALSE,year1,FALSE,FALSE,FALSE
Monte Alberizas,1,6,FALSE,year1,FALSE,FALSE,FALSE
Monte Alberizas,1,7,FALSE,year1,FALSE,FALSE,FALSE
Monte Alberizas,1,8,FALSE,year1,FALSE,FALSE,FALSE
Monte Alberizas,1,9,FALSE,year1,FALSE,FALSE,FALSE
Monte Alberizas,1,10,FALSE,year1,FALSE,FALSE,FALSE
Monte Alberizas,1,11,FALSE,year1,FALSE,FALSE,FALSE
Monte Alberizas,1,12,FALSE,year1,FALSE,FALSE,FALSE
Monte Alberizas,2,1,FALSE,year2,FALSE,FALSE,FALSE
Monte Alberizas,2,2,FALSE,year2,FALSE,FALSE,FALSE
Monte Alberizas,2,3,FALSE,year2,FALSE,FALSE,FALSE
Monte Alberizas,2,4,FALSE,year2,FALSE,FALSE,FALSE
Monte Alberizas,2,5,FALSE,year2,FALSE,FALSE,FALSE
Monte Alberizas,2,6,FALSE,year2,FALSE,FALSE,FALSE
Monte Alberizas,2,7,FALSE,year2,FALSE,FALSE,FALSE
Monte Alberizas,2,8,FALSE,year2,FALSE,FALSE,FALSE
Monte Alberizas,2,9,FALSE,year2,FALSE,FALSE,FALSE
Monte Alberizas,2,10,FALSE,year2,FALSE,FALSE,FALSE
Monte Alberizas,2,11,FALSE,year2,FALSE,FALSE,FALSE
Monte Alberizas,2,12,FALSE,year2,FALSE,FALSE,FALSE
Llanos 2,0,1,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 2,0,2,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 2,0,3,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 2,0,4,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 2,0,5,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 2,0,6,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 2,0,7,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 2,0,8,FALSE,baseline,TRUE,FALSE,FALSE
Llanos 2,0,9,TRUE,baseline,TRUE,TRUE,FALSE
Llanos 2,0,10,FALSE,baseline,TRUE,FALSE,FALSE
Llanos 2,0,11,FALSE,baseline,TRUE,FALSE,FALSE
Llanos 2,0,12,FALSE,baseline,FALSE,FALSE,FALSE
Cortijo,0,1,FALSE,baseline,FALSE,FALSE,FALSE
Cortijo,0,2,FALSE,baseline,FALSE,FALSE,FALSE
Cortijo,0,3,FALSE,baseline,FALSE,FALSE,FALSE
Cortijo,0,4,FALSE,baseline,FALSE,FALSE,FALSE
Cortijo,0,5,FALSE,baseline,FALSE,FALSE,FALSE
Cortijo,0,6,FALSE,baseline,FALSE,FALSE,FALSE
Cortijo,0,7,FALSE,baseline,FALSE,FALSE,FALSE
Cortijo,0,8,FALSE,baseline,TRUE,FALSE,FALSE
Cortijo,0,9,TRUE,baseline,TRUE,TRUE,FALSE
Cortijo,0,10,FALSE,baseline,TRUE,FALSE,FALSE
Cortijo,0,11,FALSE,baseline,TRUE,FALSE,FALSE
Cortijo,0,12,FALSE,baseline,FALSE,FALSE,FALSE
Linde Antonio / Habas,0,1,FALSE,baseline,FALSE,FALSE,FALSE
Linde Antonio / Habas,0,2,FALSE,baseline,FALSE,FALSE,FALSE
Linde Antonio / Habas,0,3,FALSE,baseline,FALSE,FALSE,FALSE
Linde Antonio / Habas,0,4,FALSE,baseline,FALSE,FALSE,FALSE
Linde Antonio / Habas,0,5,FALSE,baseline,FALSE,FALSE,FALSE
Linde Antonio / Habas,0,6,FALSE,baseline,FALSE,FALSE,FALSE
Linde Antonio / Habas,0,7,FALSE,baseline,FALSE,FALSE,FALSE
Linde Antonio / Habas,0,8,FALSE,baseline,TRUE,FALSE,FALSE
Linde Antonio / Habas,0,9,TRUE,baseline,TRUE,TRUE,FALSE
Linde Antonio / Habas,0,10,FALSE,baseline,TRUE,FALSE,FALSE
Linde Antonio / Habas,0,11,FALSE,baseline,TRUE,FALSE,FALSE
Linde Antonio / Habas,0,12,FALSE,baseline,FALSE,FALSE,FALSE
Linde Ventillas,0,1,FALSE,baseline,FALSE,FALSE,FALSE
Linde Ventillas,0,2,FALSE,baseline,FALSE,FALSE,FALSE
Linde Ventillas,0,3,FALSE,baseline,FALSE,FALSE,FALSE
Linde Ventillas,0,4,FALSE,baseline,FALSE,FALSE,FALSE
Linde Ventillas,0,5,FALSE,baseline,FALSE,FALSE,FALSE
Linde Ventillas,0,6,FALSE,baseline,FALSE,FALSE,FALSE
Linde Ventillas,0,7,FALSE,baseline,FALSE,FALSE,FALSE
Linde Ventillas,0,8,FALSE,baseline,TRUE,FALSE,FALSE
Linde Ventillas,0,9,TRUE,baseline,TRUE,TRUE,FALSE
Linde Ventillas,0,10,FALSE,baseline,TRUE,FALSE,FALSE
Linde Ventillas,0,11,FALSE,baseline,TRUE,FALSE,FALSE
Linde Ventillas,0,12,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 1,0,1,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 1,0,2,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 1,0,3,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 1,0,4,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 1,0,5,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 1,0,6,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 1,0,7,FALSE,baseline,FALSE,FALSE,FALSE
Llanos 1,0,8,FALSE,baseline,TRUE,FALSE,FALSE
Llanos 1,0,9,TRUE,baseline,TRUE,TRUE,FALSE
Llanos 1,0,10,FALSE,baseline,TRUE,FALSE,FALSE
Llanos 1,0,11,FALSE,baseline,TRUE,FALSE,FALSE
Llanos 1,0,12,FALSE,baseline,FALSE,FALSE,FALSE
Comedero Alberizas / Sacrificio,0,1,FALSE,baseline,FALSE,FALSE,FALSE
Comedero Alberizas / Sacrificio,0,2,FALSE,baseline,FALSE,FALSE,FALSE
Comedero Alberizas / Sacrificio,0,3,FALSE,baseline,FALSE,FALSE,FALSE
Comedero Alberizas / Sacrificio,0,4,FALSE,baseline,FALSE,FALSE,FALSE
Comedero Alberizas / Sacrificio,0,5,FALSE,baseline,FALSE,FALSE,FALSE
Comedero Alberizas / Sacrificio,0,6,FALSE,baseline,FALSE,FALSE,FALSE
Comedero Alberizas / Sacrificio,0,7,FALSE,baseline,FALSE,FALSE,FALSE
Comedero Alberizas / Sacrificio,0,8,FALSE,baseline,TRUE,FALSE,FALSE
Comedero Alberizas / Sacrificio,0,9,TRUE,baseline,TRUE,TRUE,FALSE
Comedero Alberizas / Sacrificio,0,10,FALSE,baseline,TRUE,FALSE,FALSE
Comedero Alberizas / Sacrificio,0,11,FALSE,baseline,TRUE,FALSE,FALSE
Comedero Alberizas / Sacrificio,0,12,FALSE,baseline,FALSE,FALSE,FALSE
Alberizas,0,1,FALSE,baseline,FALSE,FALSE,FALSE
Alberizas,0,2,FALSE,baseline,FALSE,FALSE,FALSE
Alberizas,0,3,FALSE,baseline,FALSE,FALSE,FALSE
Alberizas,0,4,FALSE,baseline,FALSE,FALSE,FALSE
Alberizas,0,5,FALSE,baseline,FALSE,FALSE,FALSE
Alberizas,0,6,FALSE,baseline,FALSE,FALSE,FALSE
Alberizas,0,7,FALSE,baseline,FALSE,FALSE,FALSE
Alberizas,0,8,FALSE,baseline,TRUE,FALSE,FALSE
Alberizas,0,9,TRUE,baseline,TRUE,TRUE,FALSE
Alberizas,0,10,FALSE,baseline,TRUE,FALSE,FALSE
Alberizas,0,11,FALSE,baseline,TRUE,FALSE,FALSE
